company,title,date,year,rating,pros,cons
Meta,Good Company Culture but DS role feels restrictive,Aug 22,2022,3,"-good benefits including $3000/year wellness benefits, $260/month commuter benefit, free food, gym, good insurance -supportive managers and colleagues are generally nice to work with -easy to transfer between teams",-unsure if the company direction is good. Are we really just going to copy TikTok? Is Metaverse really the future? -moves very slowly for certain teams. A lot of pushback from legal and policy. Always need a lot of 'alignment' from a bunch of people (too many people) -the data scientist role is restricted to mostly analytics. we don't build models or do data engineering work since every role is specialized. As a result I haven't learnt anything new ever since I started working at Meta -frequent re-orgs
Meta,Overall ok,Jan 10,2023,4,Too much pressure from investors,Bad WLB Push culture Change of priorities
Meta,Good benefit habit horrible WLB,Jan 8,2023,3,Benefit and perks Food and travel,Sinking ship with Metaverse and poor leadership
Meta,Overall Good Place to Work,Nov 17,2022,5,* Flexible hybrid work * Great comp * Everyone is very smart and hardworking,"* Difficult to enact large-scale change, lots of focus on small optimizations * Some groups are more willing to accept DS help than others"
Meta,Work life balance hard recently,Dec 14,2022,3,some good people and talented,depends on the team though
Meta,overrated,Dec 24,2022,1,it has above average benefits,"company does not care about humans. every employee takes care of its employees in the up turns, good companies should take of their employees in the down turns"
Meta,Too many understanding work,Dec 6,2022,2,Great colleagues that I learnt a lot from,"too many understanding work, not feel valued"
Meta,Good to learn Product DS,Nov 17,2022,5,I enjoyed learning every day,Too many XFN to manage and too many ad hoc tasks everyday
Meta,Solid Overall,Nov 20,2022,3,"good wlb, smart and fun people","pretty low pay, below market with low stock"
Meta,Its okay,Nov 15,2022,4,Good benefit and people and tech,Too fast doesnt care much about the details
Meta,Nice place to work,Nov 16,2022,4,Nice and smart people. Good benefits.,The intranet is very overwhelming
Meta,NICE COWORKERS,Nov 1,2022,4,Extremely smart and fun coworkers,- No work life balance - No boundaries
Meta,Culture is quite unique,Nov 14,2022,2,"Good salary, Nice people and team",Company Leadership and short term impact culture
Meta,pros and cons,Oct 26,2022,4,"lots of benefits, food in plenty, transportation shuttles, fast career growth",Lots of work hours and some projects go on for years
Meta,"Good benefits, but bad WLB",Sep 7,2022,3,Benefits are generally good Challenging work and smart coworkers,- WLB is fairly bad compared to similar tech firms. - Base pay is very low due to lack of growth opportunities and promos (managers change every 3 months) - Re-orgs happen very often and the operational health of a team/org heavily depends on leadership
Meta,Great place to work,Sep 17,2022,4,Competitive environment surrounded by bright minds,Can get burnt out at times
Meta,Excellent place to make a positive impact in the world,May 29,2022,5,- Really great mission in trying to connect people - Some of the brightest and friendliest and supportive colleagues you will ever meet in your career - Excellent perks and work environment - Great place to learn new skills and try new things - Room to be creative - Fast paced and always something new going on,- External negative media narrative can weigh on you
Meta,I got laid off after working there for 3 weeks,Nov 15,2022,1,they're giving me good severance,Would've been nice to know I was going to be laid off before moving to SF
Meta,Good to work,Aug 2,2022,5,Open to sug Easy to commun,Kind of tough to stay
Meta,Startup Culture within Large Tech,May 8,2022,3,"- Fast-paced, creativity-encouraging work and relatively flat day-to-day working hierarchy - Get to work with smart and passionate coworkers - Workplace culture extremely open to conversation, feedback actively encouraged - Great cafe food variety and quality, many perks","- You have to hold your own line on work-life balance, otherwise your weekdays are easily consumed - Although it can feel startup-y on a day-to-day basis (you get to wear many hats, ideas encouraged all around, open to leadership from non-managers), ultimately the hierarchy still exists and is expected to be respected - Culture varies wildly by team -- some are very rigorous and principled, some are laid-back and lax, others are more hectic and political"
Meta,nothing,Aug 3,2022,3,Good for growth if you have a good manager,I am not positive about the company future
Meta,Crazy time right now,Jul 19,2022,3,Good work life balance for now,"So much volatility, especially in the stock bonuses"
Meta,Good experience overall,Jul 8,2022,4,"People are nice, friendly working environment",Not confident a bout leadership
Meta,"much pressure, little scope",Jun 1,2022,3,"good perks, many smart people to work with",too much pressure for performance review. Relation with most colleagues are transactional
Meta,Review,Jun 10,2022,3,- Compensation is high - Company holidays,- Lack of clear direction/leadership
Meta,A lot of smart people,Apr 11,2022,4,"Benefits, cafe and challenging but interesting projects.","WLB, peer pressure and culture."
Meta,Good,Mar 16,2022,5,"Work Culture, Salary, Work-life balance","Pressure, Management, Expectations, Relevant Experience"
Meta,"Interesting work, but poor work culture",Aug 27,2021,3,"Great coworkers, interesting problems. The day to day work is pretty good.",Unclear and constantly shifting performance expectations paired with manager churn and a lack of transparency and accountability for management make success more a matter of luck than ability or effort. The lack of ratings and promotions that correlate with performance leads to burnout and high turnover.
Meta,Great company for DS,Mar 3,2022,5,"Big voice for DS, big scope","Big company now, career growth slows down"
Meta,Really Awesome Company,Feb 21,2022,5,+ considerate for each individual + cares about employee's personal growth,+Frequent re-org brings in some pressure for new employees.
Meta,good,Feb 24,2022,5,"good to work , and gives you good experience.",the work load is quite heavy
Meta,Good place to work,Feb 14,2022,5,"Good pay, smart people, challenging work","Bureaucracy, uncertain future for the company"
Meta,Great learning and salary,Dec 25,2021,5,"Its all you hear about, fun and diverse and super engaging. Full of opportunities","You are evaluated nased on individual accomplishments, which is not always ideal to create an environment for contribution"
Meta,Great place to work,Dec 19,2021,5,Strong career growth if you’re good. Interesting problems to solve. Smart people.,Some parts of the organization are more stressful than others
Meta,Solid place to have impact and learn,Nov 24,2021,4,"Resources, smart people, open culture",Company size and visibility can produce lots of distractions and some lack of internal transparency
Meta,Tech company,Dec 22,2021,4,"Benefits, challenging work, impact to world","Direction, poor middle management, too big"
Meta,meta,Dec 7,2021,4,"is kind of ok, the pay is good and you get decent work","you get overworked at times, don't like being overworked"
Meta,good,Dec 10,2021,5,good environment and internal tools,move fast with bad documentation
Meta,Good place to learn for the future,Oct 20,2021,3,Obv one of the strongest places to work in tech,Recent convos about FB's role in politics are concerning
Meta,"Great company, benefits, pay, exits",Sep 29,2021,5,"Great company, benefits, pay, exits Interesting problems","Have to create ""impact"" and then market your impact in a political way to be promoted If you join the wrong team, your work could be boring and meaningless"
Meta,Supports learning,Oct 26,2021,5,Provides a lot of support to ramp up,A lot of fast culture is encouraged but you don’t have to go that fast
Meta,Good Experienced,Nov 1,2021,4,"Moves Fast, Good Pay, Smart People","Less Pay than Quant, Too much operational"
Meta,Great,Nov 1,2021,5,"Great work life balance, everything is great.","None, nothing is bad, good company."
Meta,Great company!,Jun 30,2021,5,"Bottom-up environment. In my organization, employees drive the direction of the company, rather than management. Full autonomy over projects. Collaborating with some of the brightest minds in the planet. Great benefits and perks.","Really easy to get imposter syndrome. Also, many engineers are overworked."
Meta,great company,Oct 11,2021,4,"great benefits, and excellent leaders",managers don't have a say in your comp
Meta,Good benefits,Oct 9,2021,5,"Good benefits, career growth opportunities",Difficult to achieve work life balance
Meta,Good place for personal growth,Sep 24,2021,4,"good perks, enough scope, pays well",work life balance not so good. PSC season is stressful
Meta,Good company,Oct 1,2021,4,Pay is competitive; food is healthy,Peer pressure and work life balance can be poor
Meta,"Love the people and work, but career advancement is tough",Sep 16,2021,4,"people, work, technical depth, autonomy",Promotion as a manager is getting more difficult
Meta,Love the Work and Culture,Jun 30,2021,5,I work in Integrity Org which is questioned the most about FB but I can tell you how much efforts the team and org makes to remove the bad stuff from FB. I love the work as its very challenging and people are genuinely nice.,Managing expectations becomes tough sometimes
Meta,Data scientist,Aug 19,2021,5,Really good company. Very impact oriented and clear guidelines for its employers,Big degree of independence is required from the beginning. This may be difficult at first
Meta,good company,Jul 29,2021,5,"transparency, good people, nice culture, willing to give credit to people who involved in projects.","too much work, moving very fast, not good work life balance, too much change in org."
Meta,Great workplace,Sep 1,2021,5,"Great benefits, pay, and work-life balance",very corporate now. Equity is worth less than it used to be.
Meta,Tough but Rewarding first job in Data Science,Jul 15,2021,4,*Super interesting problems *Very smart colleagues you can learn from *Even a small impact can affect a lot of lives,* Red tape in getting things launched * Extremely competitive environment
Meta,so far so good,Aug 18,2021,4,"Compensation, working with smartest people in industry","PSC culture, work life balance is not so good"
Meta,Facebook Review,Aug 27,2021,4,High Salary Good opportunities to grow up,Bad Work-life balance Very dependent on group
Meta,"Great benefit, while I notice turn over rate recently is high",Jun 24,2021,4,"Great benefit to employee, great learning experience to advance career. Good projects to work on",Expectation sometimes is unrealistic given the scope of project is limited; sometimes politics happens
Meta,good,Aug 10,2021,4,Pretty good in my opinion,Cons :Intensive work load sometimes
Meta,Good overall,Jul 12,2021,4,Values technical expertise and innovation. Good culture. Informative evaluations.,Not as flexible for remote woek as I had hoped for.
Meta,Infrastructure / Research Data Science,Mar 26,2021,3,"FB perks continue to be great, peers are always helpful and independence in choosing projects.",New management are highly non-technical. Unnecessary meetings. Fake recognition (forcing ICs to present and pushing them to attend just puts additional stress). To flourish in the team you have to a marketeer/con-artist rather than a good researcher.
Meta,Bureaucracy and politics galore,Oct 1,2020,1,"Salary is top of the industry Benefits, food, amenities are top-notch","Endless bureaucracy - the amount of time spent convincing leadership and XFNs that something is worth doing far exceeds the amount of time spent doing it. Politics and turf wars - multiple teams are competing for ownership over the same decisions. Directors will employ their teams as pawns to gain turf and evaluate them on their ability to do so. People treated as competition, not partners - FB will intentionally pit peers to out-do each other, seeing this as a motivational tactic. Churn and turnover - as priorities, ownership, and methodologies change, those part of the prior regime are cast aside. Contractor (ab)use - tens of thousands of contractors doing work indistinguishable from FTEs, being paid less and without benefits and fired at the drop of a hat."
Meta,recommend people to fb,Jul 25,2021,4,"overall good salary, good compensation","high competence, wlb not good"
Meta,NA,Jul 21,2021,5,"impact driven, good pay for high performers",non on top of my mind
Meta,Nice experience,Jun 27,2021,4,"Clear promotion pathway, good benefit, enjoyable working environment","Depending on project there will be some pressure, work life balance is not perfect"
Meta,Great place to build DS skills,Jun 27,2021,5,Talented coworkers and wealth of DS resources to build knowledge,Large and a bit bureaucratic
Meta,Really takes care of its employees,Jun 2,2021,5,"Lots of autonomy, scope of learning new things","Very fast paced, often stressful. The public image and constant scrutiny can be difficult at times"
Meta,good prospect,Jun 24,2021,4,"good pay, will stay on the top in next a few years.",work life balance was not good
Meta,Fun culture!,May 17,2021,5,"Great perks, very social, high compensation, autonomy",product is not very interesting some teams are very disorganized hard to grow past senior level
Meta,There's a reason why only 1 or 2 people leave when theres a scandal,Feb 4,2021,5,"Really amazing place to work. Super smart people, lots of resources to do your job. And unlike the NYTimes says, we're not so evil (FB is not perfect either). Lots of opportunities for career development and to learn about new areas. Pay and benefits are awesome",According to the NYTimes we are the origin of all the evils
Meta,"overall is good, but you need know what project is best for you",Apr 5,2019,4,"- great opportunity to work with the smartest people from the world - most products have billions of users so your work have a big scope - beautiful campus, good snacks, foods, and benefits","If you are a data scientist, you need to really care about two things: - Impact. Unlike SWE, who can prove their impacts by finishing pre-planned coding projects and rolling out pre-planned features, data scientist does not automatically get credit if you only finish beautiful analyses. You have to suggest eng team to apply your suggestion from analysis, and prove how much of the product growth are from your analysis. So sometimes your impact can be subjective. - Skillset. You may be asked to do a lot of ad-hoc analyses from eng team, which I am sure are very important and can guide engineers whether to implement certain features, but that will prevent you from doing some deep dive analyses and learning some new techniques in data analysis. Maybe after a year or two, you will find that you did not build any statistical models or haven't touched any machine learning. But that's the skillset what other companies will ask for when you apply new job. Who cares you did how many ad-hoc analyses or AB test or wrote how many data pipelines. It's the fancy machine learning model that will earn you respect. Also, total pay is lower than SWE for the same level."
Meta,Great place to work,May 13,2021,5,"Fast-paced, but collaborative work environment",Not everyone has mastered work-life balance
Meta,Stressful Job,Mar 19,2021,3,good perks and learn a lot about the business,doing mostly data analytics work and very stressful work environment due to company structure. Product managers are non-technical and very hard to work with
Meta,I enjoy working at Facebook,Apr 3,2021,5,Cares about employee growth and benefits are great,Work life balance not as good as Google
Meta,All around pretty baller,Mar 29,2021,5,"great comp, good scope, interesting problems, smart people","external perception is fairly poor, hoping that will change"
Meta,Great experience,Apr 20,2021,5,People are friendly and wiling to help.,Workload is a little bit heavy sometimes.
Meta,Convenient,Apr 7,2021,5,"Good perks, good culture, good food, intelligent people",some teams have bad work life balance
Meta,"Good Opportunity to Grow, Can be Stressful",Jan 20,2021,4,"-great compensation and perks (office, food, wellness benefits, retirement benefits) -ample resources & structure to support you in your role -big enough that there are tons of opportunities within the company",-can be stressful as everyone is trying to make their “impact” -FB brand -location in Menlo Park
Meta,Good compensation and challenging environment.,Mar 10,2021,4,Competitive compensation. Most of your colleague are data driven and sharp.,Performance review is chasing everyone. Very limited support from your managers.
Meta,Good,Feb 27,2021,4,"Creative and competitive, high salary, genius, clear carreer path","work pressure a lot, thinking as an employee"
Meta,work life balance,Mar 7,2021,4,"the work-life balance is the good, very good company culture",The impact is not that great!
Meta,Blessed,Mar 24,2021,5,Such a cool company I love it,Work life balance not the best
Meta,Best company I have worked so far,Jan 20,2021,5,- great benefit - extra COVID leave - fair compensation and promotion system - leadership and management caring IC career growth,- pressure from performance review - problem scope is small
Meta,N/A,Mar 17,2021,4,Good company to work at,reorg happen very often lately
Meta,"Good company to work for, with some obvious downsides",Feb 23,2021,4,"Benefits, compensation, career opportunities, opportunity to make real life impact","Chaotic, poor work life balance"
Meta,Fantastic place to work for,Feb 19,2021,5,"Good salary, employee treatment, impactful work, great growth and development prospects",Work life balance is poor
Meta,"Not perfect, but great place to work",Oct 14,2020,4,"Love the autonomy, ability for work life balance (I swear you can have it if you want it), compensation, and ability to have massive impact on a huge scale.","Increasing bureaucracy, super fast pace (both pro and a con really), thrash of product direction"
Meta,"Well established, not much upside",Mar 1,2021,4,"good infra, good benefits, flexible WFH",lots of works get ditched
Meta,great,Mar 6,2021,5,"good food, good work, good life","too much work, too hectic"
Meta,Good culture,Feb 14,2021,5,"Good culture, focus on growth","Public scrutiny, probably not good for the world"
Meta,Great company to work for,Feb 23,2021,5,"great opportunities and benefits, flat org","work-life balance, moving too fast"
Meta,Great,Feb 11,2021,5,Good comp smart people great,Company constantly in crisis not fun
Meta,Opportunity for growth and impact,Jan 31,2021,4,Good compensation. Talented co-workers. Opportunity for growth.,WLB could be bad. Bad public perception.
Meta,FB review,Jan 31,2021,5,love the facebook culture and working environment,work-life balance. under lots of pressure
Meta,Best Company to work for,Jan 11,2021,5,- Amazing Perks - Very good leadership,- WLB sometimes can be bad
Meta,Great place to work,Jan 25,2021,5,Lots of opportunities for big impact.,Can be a good deal of bureaucracy
Meta,FB job review,Jan 31,2021,4,Company culture.Being bold and moving fast,bad work life balance. under pressure
Meta,Solid first job,Jan 31,2021,4,"Good mentorship, good pay and benefits",Too much of a generalist position
Meta,Overall good expereicnce,Jan 18,2021,5,"flexibility, good team, high compensation",difficult to get promotions & poor career opportunities
Meta,"A great company, but not for all",Dec 23,2020,4,"Smart colleagues, best in class tools and infrastructure","Hectic pace, can be lost if you don't find a focus area"
Meta,Good company,Jan 21,2021,5,"great company culture, interesting product","no downside still now, everything great"
Meta,Data Scientist,Jan 14,2021,5,"culture, perks, talent and smart people",Some teams are rewarded more than others
Meta,Stressful Job,Mar 19,2021,3,good perks and learn a lot about the business,doing mostly data analytics work and very stressful work environment due to company structure. Product managers are non-technical and very hard to work with
Meta,Pretty good,Oct 8,2020,5,"Great people, great benefits, fun stuff",Work life balance is not amazing (some people work A LOT). Location is an issue (everything based on Menlo Park)
Meta,bbc,Oct 5,2020,4,learned stuff Interesting problems to work on,Privacy concerns made it hard to work there. Did not always feel like was on the right side. Hard boss
Meta,eh,Apr 4,2021,2,"eh, standard perks. management kind of sucks","management sucks, wfh sucks, not great culture"
Meta,Great,Nov 6,2020,5,Awesome culture and people overall,too many hours working and no life balance
Meta,Solid job first year out of college,Oct 8,2020,4,"Great company culture, perks, good work/life balance",Experience is highly dependent on your manager
Meta,Getting Corporate,Jun 17,2015,3,- Food - Health care benefits - Fringe benefits - Nice campus - Corporate shuttles - State of the art tech stack - Extremely smart coworkers - Visionary and bold top management,"Work/life balance can get hurt as a lot of folks at the office are single and do not understand the needs of having a family. The company is getting bigger. This means more room for backroom politics and aligning people without ruffling people's feathers. Very talented individual contributors (and/or good at politics) are being promoted. As a result, instead of having well rounded managers, you end up having either extremely career driven or super awkward managers. Some of those middle managers are very green, making it even more painful. Some women feel like they have to be extra tough at work because of the Leanin coolaid, making them very hard to work with."
Meta,Amazing learning opportunities,Jul 27,2015,5,"- Learning opportunities are really unparalleled. There are so many different 'camps', classes, and informal learning opportunities at the company. If you have an interest in a topic, most likely someone else is equally interested in teaching you about it. - Many of the little things are taken care of for you: food, laundry, shuttle, gym, etc. It does add up, from both a money and time perspective. - Managers care! I've had better and worse managers, but one unifying theme is that they all have good intentions, which I can't say for every manager I've had in my short career.","- Salary growth can be somewhat linear...and the y-axis (what you start off at), has more weight than it should for a young company. - Easy for performance to all clump together at the above expectations rating, which really makes it difficult to stand out."
Meta,Data Scientist,Jun 20,2015,5,I get to work every day on interesting problems together with incredibly smart and committed coworkers. The internal tools we have in place to perform analysis are world class.,It's very hard to advance your career if you want to have work-life balance. The fast pace and the high demands foster burnout in a lot of employees.
Meta,Simply amazing,Apr 4,2015,5,"Every morning when I go in, I feel like the luckiest guy on earth for ever landing a job here. Projects: Every team is understaffed, so there is a ton of incredibly important work to do everywhere. Because of this, you can work on high-impact (and potentially high-visibilty) projects from Day 1. Autonomy: I've always felt extremely trusted in both my technical competency and prioritization skills. Management is (generally) helpful when I want help, but mostly I've been able to do my own thing and work on whatever project feels most important to the company and/or interesting to me. People: Everyone is really smart, and most people are really friendly, funny, and generally awesome to hang out with. Food: Amazing. Healthy options are phenomenal, as are the unhealthy ones. Gym: The staff is incredible. So much more!","- Stress: The company likes to run slim. As mentioned in the pros above, this means you're always working on impactful projects, but it also means your team is understaffed and you may have to work some nights and weekends to get stuff done (though definitely not as bad as the previous strartup I worked for). The more teams you work with, the worse this can get, since some people love to load up on meetings during the day. Egos: There are some people who are really full of themselves and difficult to work with. This happens anywhere I've been, but there's a special brand of self-importance among some folks here. Fortunately, I've never had to work too closely with these people, but they make their presence known."
Meta,"Smart, conscientious coworkers and an employer that treats us well",Nov 13,2012,5,"My coworkers are ridiculously smart and competent. Every day I learn something new from one of them. We move fast and think about having impact on the world. Our site is used by a billion people. The company cares about its employees' quality of life; we have excellent food, shuttles to/from San Francisco, a culture that eschews meetings, great ergonomics, onsite medical care, and a gym. New engineers go through ""bootcamp,"" which exposes you to all aspects of the codebase in a friendly environment where you're allowed to ask n00bish questions and bond with other new engineers.","It's difficult to come up with meaningful downsides to working here. We move very fast, so I don't always have time to be a perfectionist (but in general that's a good thing). Our codebase is huge and it can be difficult to find documentation."
Meta,Best place for data science,May 30,2015,5,- World class technology and infrastructure - Brilliant colleagues who care a lot about their work - Challenging problems and impactful - Decisions focus on the data and facts behind an idea vs who's suggesting it,"- Not a con for me, but Facebook is an intense place, driven by smart and passionate people. If you are looking for a place to coast, this aint it. - Commute, if you're living in SF"
Meta,Great!,Oct 21,2017,5,"It's great working here, there's nowhere else I'd rather be. You are working with very smart people who are energized and believe in the work they are doing. You will be rewarded for doing well, and for the company doing well. You are empowered and encouraged to wield influence and ship products that can literally affect billions of people, no matter what level you are at. There is also a lot of food.","It's really expensive to live around here, and the traffic sucks, so if you want to work in the heart of things in Menlo Park you have to contend with that. And it can be pretty intense, but that's mostly because there really is so much to do, and you will want to go do it!"
Meta,Astounding autonomy given to each employee. A very strong culture and work ethic.,May 14,2014,5,"Not only is everyone incredibly sharp and very good at their jobs, but also, almost without exception, everyone is a pleasure to work and associate with. I'm given an incredible work/life balance. I feel like working on my team is like working with a close group of friends.","Career paths not very well defined. My interactions with the executive team have been incredibly positive and inspiring. Unfortunately, I've met many director/VPs who tend to be bro-ish and/or cocky."
Meta,"Great benefits, but mileage may vary depending on team",Jan 21,2018,4,"- Great benefits, especially if you have dependents. - Good autonomy to conduct your own analysis as a Data Scientist","- Opportunities to pursue more technical lines of work (building ML models, creating data infra, etc.) are limited by the characteristics of the team you're placed on - A lot of questions/direction coming from upper level management that halts the process of the work you may be more interested in doing (deep dive analyses) for more market-sizing/strategy type work"
Meta,Fantastic environment for growth and challenges,Apr 27,2018,5,"Challenging, engaging, supportive. There is opportunity and the resources to tackle any challenge you can find. They truly value a strengths based approach. You can learn a lot here and be compensated fairly.",Disorganization. Part of the challenge is that Facebook is really difficult to comprehend in its entirety and you need to try.
Meta,"High energy, very smart people, really does 'move fast', lots of opportunity to advance.",Jun 19,2014,5,"Making a difference in and out of Facebook. Mission of connecting people is beneficial to millions of people. Compensation and perks very good. Lacks bureaucracy. Good equipment. Self-starters can go far. Free, fresh food and drinks. Paid parking.",Open plan offices can get noisy/crowded. Everyone has headphones.
Meta,"Cutting-edge research, incredible culture",Sep 20,2018,5,"—The most open culture of any company —Incredible flexibility to change projects & teams based on what you want, way more people do this rather than leave —People truly assume good intent and responsibility of their peers, everyone manages themselves, takes their own hours and supports one another —Employees regularly have forums to take changes up to top leadership, or request changes to nearly any other part of the company and most requests are followed through —Projects rely on cutting-edge research and encourage learning",—Moves incredibly fast and can be stressful
Meta,The analytics org is in trouble,Sep 9,2015,3,"Smart people, amazing benefits, good salary, ""anything you need"" attitude","No clear career path, Analytics org has seen multiple owners, lots of attrition, not a meritocratic culture"
Meta,Data Scientist,Mar 2,2019,2,"Good perks and comp, coworkers are nice and fun",Very competitive environment. No possible to succeed if you don’t work 60+ hours. Focus on short term impact due to performance cycle every 6 months. No clarity on expectations of roles. Mix signals from leadership about culture
Meta,A wonderful place to work,Jul 23,2019,5,"Qualified, brilliant, exceptional coworkers. You can accomplish amazing things. Very social environment. I've grown professionally, and as a person. If you work with data, this place is in a league of its own.","High expectations, high pressure, lots of competition. It's not necessarily a problem, but if that sounds stressful to you, it could be."
